         1.00    .1000E+01   .1051E-03      1.0000   .6019E-02
         1.50    .1000E+01   .1576E-03      1.0000   .9029E-02
         2.20    .1000E+01   .2311E-03      1.0000   .1324E-01
         3.00    .1000E+01   .3152E-03      1.0000   .1806E-01
         6.00    .1000E+01   .6303E-03      1.0000   .3611E-01
         7.00    .1000E+01   .7354E-03      1.0000   .4213E-01
        10.00    .1000E+01   .1051E-02      1.0000   .6019E-01
        15.00    .1000E+01   .1576E-02      1.0000   .9028E-01
        22.00    .1000E+01   .2311E-02      1.0000   .1324E+00
        30.00    .1000E+01   .3151E-02      1.0000   .1805E+00
        45.00    .1000E+01   .4725E-02      1.0001   .2707E+00
        70.00    .1000E+01   .7346E-02      1.0002   .4208E+00
       100.00    .1000E+01   .1048E-01      1.0004   .6005E+00
       150.00    .1001E+01   .1569E-01      1.0008   .8981E+00
       220.00    .1001E+01   .2289E-01      1.0018   .1309E+01
       300.00    .1003E+01   .3098E-01      1.0032   .1770E+01
       450.00    .1006E+01   .4562E-01      1.0068   .2597E+01
       700.00    .1012E+01   .6833E-01      1.0147   .3861E+01
      1000.00    .1022E+01   .9302E-01      1.0261   .5201E+01
      1500.00    .1039E+01   .1293E+00      1.0475   .7092E+01
      2200.00    .1066E+01   .1727E+00      1.0795   .9205E+01
      3000.00    .1096E+01   .2145E+00      1.1172   .1107E+02
      4500.00    .1154E+01   .2772E+00      1.1872   .1350E+02
      7000.00    .1248E+01   .3501E+00      1.2960   .1567E+02
     10000.00    .1351E+01   .4033E+00      1.4096   .1663E+02
